State,City,percent_completed_hs,poverty_rate,Median Income
AK,Eek city,68.7,21.2,39063
AK,Egegik city,91.1,17.6,38125
AK,Eielson AFB CDP,96.6,6.8,53388
AK,Ekwok city,63.4,28.6,31875
AK,Elfin Cove CDP,100,0,106667
AK,Elim city,86.9,29.3,37188
AK,Emmonak city,83.9,25.8,44773
AK,Ester CDP,95,9.1,68163
AK,Eureka Roadhouse CDP,-,-,-
AK,Evansville CDP,78.6,0,23750
AK,Excursion Inlet CDP,86.7,12.5,-
AK,Fairbanks city,91.2,13.1,55229
AK,False Pass city,100,5.4,55625
AK,Farmers Loop CDP,98.9,5.8,100703
AK,Farm Loop CDP,92.4,4.1,82250
AK,Ferry CDP,100,100,-
AK,Fishhook CDP,94.5,4.8,86917
AK,Flat CDP,-,-,-
AK,Fort Greely CDP,100,0,(X)
AK,Fort Yukon city,77.1,18.5,39583
AK,Four Mile Road CDP,50,0,-
AK,Fox CDP,100,0,76563
AK,Fox River CDP,37.9,17.1,57083
AK,Fritz Creek CDP,92.7,11.7,61875
AK,Funny River CDP,94.3,11.9,59314
AK,Gakona CDP,92.9,8.8,80625
AK,Galena city,86.4,7.9,63333
AK,Gambell city,72.4,41.3,29417
AK,Game Creek CDP,100,0,-
AK,Gateway CDP,96.1,7.8,92739
AK,Glacier View CDP,90.2,9.2,43000
AK,Glennallen CDP,94.4,0,(X)
AK,Goldstream CDP,97.3,3.7,88371
AK,Golovin city,90.4,39.4,40000
AK,Goodnews Bay city,58.6,36.2,30313
AK,Grayling city,70.4,42,20417
AK,Gulkana CDP,91.2,7.8,(X)
AK,Gustavus city,95.6,8.1,57639
AK,Haines CDP,95.4,5.1,69735
AK,Halibut Cove CDP,100,0,-
AK,Happy Valley CDP,91.4,15.5,41625
AK,Harding-Birch Lakes CDP,94.5,4.2,51042
AK,Healy CDP,93.6,6.8,88462
AK,Healy Lake CDP,-,-,-
AK,Hobart Bay CDP,-,-,-
AK,Hollis CDP,89.5,4.8,103571
AK,Holy Cross city,86.1,13.1,36094
AK,Homer city,95.9,12.6,55849
AK,Hoonah city,87.7,16.4,57708
AK,Hooper Bay city,75,40.9,35938
AK,Hope CDP,100,0,-
AK,Houston city,90.2,14.8,50438
AK,Hughes city,92.6,21,32500
AK,Huslia city,93.1,24.5,42000
AK,Hydaburg city,90.1,17.3,31250
AK,Hyder CDP,53.8,46.2,-
AK,Igiugig CDP,90.3,6.1,51250
AK,Iliamna CDP,88.7,15.8,68750
AK,Ivanof Bay CDP,-,-,-
AK,Juneau city and borough,94.8,6.6,85746
AK,Kachemak city,92.6,8.9,70625
AK,Kake city,85.7,21.8,40417
AK,Kaktovik city,76.5,4.1,48125
AK,Kalifornsky CDP,96.3,5.1,72335
AK,Kaltag city,86.4,13.5,28750
AK,Karluk CDP,85,31.8,20938
AK,Kasaan city,90.2,2.8,49286
AK,Kasigluk CDP,68.1,35.8,43750
AK,Kasilof CDP,100,5.7,65893
AK,Kenai city,89.7,10.9,62236
AK,Kenny Lake CDP,100,35.9,(X)
AK,Ketchikan city,89.9,16.6,53111
AK,Kiana city,76.1,36.3,41250
AK,King Cove city,87.3,17.5,63667
AK,King Salmon CDP,93.2,11.9,81563
AK,Kipnuk CDP,76.4,35.1,34583
AK,Kivalina city,64.6,29.9,52917
AK,Klawock city,86.2,17.5,38125
AK,Klukwan CDP,86.5,10.6,50000
AK,Knik-Fairview CDP,91.2,8.2,82858
AK,Knik River CDP,93,7.1,68250
AK,Kobuk city,72.1,49.1,43333
AK,Kodiak city,87.1,11.8,62934
AK,Kodiak Station CDP,97.2,6.8,61923
AK,Kokhanok CDP,84.5,24.1,32083
AK,Koliganek CDP,77.3,14.7,40000
AK,Kongiganak CDP,79.4,26.2,37679
AK,Kotlik city,74.2,31.6,39583
AK,Kotzebue city,82.9,16.3,87708
AK,Koyuk city,82.4,48.9,33182
AK,Koyukuk city,82.4,46.3,17083
AK,Kupreanof city,100,5,52083
AK,Kwethluk city,75.9,28.3,44063
AK,Kwigillingok CDP,78.8,21.5,42188
AK,Lake Louise CDP,73.3,46.7,-
AK,Lake Minchumina CDP,88.2,14.3,82813
AK,Lakes CDP,95.1,7.3,83574
AK,Larsen Bay city,78.7,13.1,47917
AK,Lazy Mountain CDP,97.1,8.2,82109
AK,Levelock CDP,88.6,20.2,37813
AK,Lime Village CDP,28.6,85.7,(X)
AK,Livengood CDP,100,0,-
AK,Loring CDP,-,-,-
AK,Lowell Point CDP,100,35.5,-
AK,Lower Kalskag city,78.5,35.2,30536
AK,Lutak CDP,100,0,-
AK,McCarthy CDP,74.4,0,-
AK,McGrath city,93.7,16.8,64792
AK,McKinley Park CDP,97.1,30.2,78750
AK,Manley Hot Springs CDP,86.7,33.3,54375
AK,Manokotak city,87.5,17.4,36667
AK,Marshall city,86,20.3,36875
AK,Meadow Lakes CDP,90.4,12.9,65850
AK,Mekoryuk city,80.2,18.4,24750
AK,Mendeltna CDP,100,0,-
AK,Mentasta Lake CDP,70.1,57.3,21250
AK,Mertarvik CDP,-,-,-
AK,Metlakatla CDP,91,12,49924
AK,Minto CDP,77.6,19.1,32250
AK,Moose Creek CDP,85.6,2.1,51369
AK,Moose Pass CDP,94.1,14.9,102750
AK,Mosquito Lake CDP,89.6,9.5,31736
AK,Mountain Village city,77.8,29,39205
AK,Mud Bay CDP,95.4,0,119423
AK,Nabesna CDP,-,-,-
AK,Naknek CDP,93.6,3.9,79750
AK,Nanwalek CDP,98,60.5,33542
AK,Napakiak city,72.6,53.1,24167
AK,Napaskiak city,76,28.3,30625
AK,Naukati Bay CDP,70.4,40.6,(X)
AK,Nelchina CDP,82.7,22.4,41964
AK,Nelson Lagoon CDP,57.5,7.1,74375
AK,Nenana city,78.9,15.3,43250
AK,New Allakaket CDP,72.2,28.1,26250
AK,Newhalen city,92.8,17.7,56250
AK,New Stuyahok city,75.9,30.8,42813
AK,Newtok CDP,72.6,42.3,38125
AK,Nightmute city,66.4,26.6,39375
AK,Nikiski CDP,91.9,8.3,70909
AK,Nikolaevsk CDP,84.8,21.8,23125
AK,Nikolai city,76.3,21.1,36875
AK,Nikolski CDP,92.3,32.4,35000
AK,Ninilchik CDP,94.5,10.8,49659
AK,Noatak CDP,84.9,24.4,51250
AK,Nome city,92.6,11.3,76389
AK,Nondalton city,84.7,39.6,30833
AK,Noorvik city,75.3,37.2,40833
AK,North Pole city,92.1,7.5,70536
AK,Northway CDP,86.3,21.4,51250
AK,Northway Junction CDP,93.3,46.9,57500
AK,Northway Village CDP,62.9,50,20000
AK,Nuiqsut city,65.2,6.2,80938
AK,Nulato city,82.8,27.6,38281
AK,Nunam Iqua city,62.3,16.3,41250
AK,Nunapitchuk city,73.6,43.9,35833
AK,Old Harbor city,73.4,18.8,33750
AK,Oscarville CDP,60,27.3,(X)
AK,Ouzinkie city,76.7,21.3,34464
AK,Palmer city,91.3,11.5,61797
AK,Paxson CDP,100,0,-
AK,Pedro Bay CDP,90.9,8.3,56667
AK,Pelican city,78.7,0,66667
AK,Perryville CDP,71.7,33.7,38125
AK,Petersburg CDP,93.6,10.8,68641
AK,Petersville CDP,-,-,-
AK,Pilot Point city,68.8,35.8,28750
AK,Pilot Station city,72.6,39.3,33125
AK,Pitkas Point CDP,77.6,25.7,47500
AK,Platinum city,66.7,40.5,44063
AK,Pleasant Valley CDP,100,11.9,68929
AK,Point Baker CDP,100,78,-
AK,Point Hope city,83.6,17.6,57292
AK,Point Lay CDP,75.7,19,61563
AK,Point MacKenzie CDP,89,9,78500
AK,Point Possession CDP,-,-,-
AK,Pope-Vannoy Landing CDP,-,-,-
AK,Portage Creek CDP,-,-,-
AK,Port Alexander city,100,0,82813
AK,Port Alsworth CDP,94.7,2.1,63750
AK,Port Clarence CDP,100,-,-
AK,Port Graham CDP,93.2,28.2,30000
AK,Port Heiden city,90,0,59375
AK,Port Lions city,85,20.8,41042
AK,Port Protection CDP,100,39,(X)
AK,Primrose CDP,100,8.2,81458
AK,Prudhoe Bay CDP,96.4,3.9,-
AK,Quinhagak city,66.7,38,31719
AK,Rampart CDP,0,0,-
AK,Red Devil CDP,66.7,31.8,51875
AK,Red Dog Mine CDP,90.9,0,-
AK,Ridgeway CDP,96.4,9.6,103203
AK,Ruby city,83.2,33.2,24688
AK,Russian Mission city,76.2,33.3,36563
AK,St. George city,91.1,11.3,53750
AK,St. Mary's city,84,20.8,42500
AK,St. Michael city,79.2,38,33125
AK,St. Paul city,82.1,14.8,57708
AK,Salamatof CDP,87.5,14.9,61458
AK,Salcha CDP,97.5,9.8,79167
AK,Sand Point city,84.6,18.2,56875
AK,Savoonga city,61.4,48.4,33661
AK,Saxman city,87.1,15.2,46250
AK,Scammon Bay city,74.9,44.1,27917
AK,Selawik city,66.2,29.9,41827
AK,Seldovia city,95.5,9.5,46875
AK,Seldovia Village CDP,92.6,10.9,59250
AK,Seward city,93.9,8.4,53750
AK,Shageluk city,87.1,25.6,(X)
AK,Shaktoolik city,80.6,23.3,38750
AK,Shishmaref city,79.9,42.8,29375
AK,Shungnak city,69.3,28.8,43125
AK,Silver Springs CDP,90.7,7.7,85341
AK,Sitka city and borough,92.8,9,70376
AK,Skagway CDP,97.2,4.6,69643
AK,Skwentna CDP,100,26.2,31667
AK,Slana CDP,73.1,92.9,18063
AK,Sleetmute CDP,75.6,33.7,30313
AK,Soldotna city,93.6,5.2,65048
AK,South Naknek CDP,76.4,12.7,58750
AK,South Van Horn CDP,82.1,29.6,65750
AK,Stebbins city,74.3,29.3,39271
AK,Steele Creek CDP,95.3,3.1,82049
AK,Sterling CDP,94.5,10.1,71597
AK,Stevens Village CDP,80,72,15938
AK,Stony River CDP,50,62.5,22500
AK,Sunrise CDP,100,0,-
AK,Susitna CDP,-,-,-
AK,Susitna North CDP,88.7,14.3,50536
AK,Sutton-Alpine CDP,84.5,28.6,35500
AK,Takotna CDP,82.8,32.7,23750
AK,Talkeetna CDP,88.3,6.7,49861
AK,Tanacross CDP,79.3,30.7,18194
AK,Tanaina CDP,92.3,12.2,78263
AK,Tanana city,86.1,4.2,45625
AK,Tatitlek CDP,86.3,12.8,40000
AK,Tazlina CDP,90.1,14.5,64688
AK,Teller city,65.2,39.4,24792
AK,Tenakee Springs city,95.9,2,54375
AK,Tetlin CDP,82.8,38.1,21563
AK,Thorne Bay city,95.9,13.4,53393
AK,Togiak city,75.3,23.5,46250
AK,Tok CDP,91,16.8,56818
AK,Toksook Bay city,75.6,14.6,64000
AK,Tolsona CDP,-,-,-
AK,Tonsina CDP,100,0,-
AK,Trapper Creek CDP,94.3,21.8,23125
AK,Tuluksak CDP,74.4,74.7,23214
AK,Tuntutuliak CDP,64.1,42,36750
AK,Tununak CDP,81.7,32.9,32500
AK,Twin Hills CDP,74.5,29.5,38125
AK,Two Rivers CDP,100,0,66466
AK,Tyonek CDP,93.3,21,33750
AK,Ugashik CDP,100,0,53958
AK,Unalakleet city,93.2,14.9,68015
AK,Unalaska city,82.8,7.6,90500
AK,Upper Kalskag city,76.6,18.3,36806
AK,Valdez city,96.1,9.4,98204
AK,Venetie CDP,62.4,53.1,27500
AK,Wainwright city,80.8,18.2,64583
AK,Wales city,78,34.8,29063
AK,Wasilla city,91.8,11.7,61541
AK,Whale Pass CDP,100,0,-
AK,White Mountain city,85.4,34.3,27083
AK,Whitestone CDP,69.9,6,-
AK,Whitestone Logging Camp CDP,-,-,-
AK,Whittier city,91.1,11.2,55893
AK,Willow CDP,89.5,13.4,61970
AK,Willow Creek CDP,100,0,-
AK,Wiseman CDP,100,0,-
AK,Womens Bay CDP,94.1,13.8,86818
AK,Wrangell city and borough,90.2,11.8,48603
AK,Yakutat CDP,93.9,5.9,72500
AZ,Aguila CDP,26.1,57.4,26842
AZ,Ajo CDP,80,33.6,32964
AZ,Ak Chin CDP,100,12.1,-
AZ,Ak-Chin Village CDP,59.8,54.5,25197
AZ,Alamo Lake CDP,100,0,-
AZ,Ali Chuk CDP,82.4,73.2,18661
AZ,Ali Chukson CDP,56.8,17.6,(X)
AZ,Ali Molina CDP,73,62.6,(X)
AZ,Alpine CDP,86.3,20,(X)
AZ,Amado CDP,69.9,0,50284
AZ,Anegam CDP,81.6,49.4,(X)
AZ,Antares CDP,60.9,40.7,25417
AZ,Anthem CDP,96.7,2.9,85893
AZ,Apache Junction city,85.5,24,35671
AZ,Arivaca CDP,90.4,16.4,22130
AZ,Arivaca Junction CDP,78,30.3,36354
AZ,Arizona City CDP,90.3,17.7,42927
AZ,Arizona Village CDP,72.4,33.7,35625
AZ,Arlington CDP,65.6,0,(X)
AZ,Ash Fork CDP,68.5,74.8,25762
AZ,Avenue B and C CDP,49.9,43.7,26495
AZ,Avondale city,79,18.6,55100
AZ,Avra Valley CDP,87.2,13.3,49902
AZ,Aztec CDP,100,0,-
AZ,Bagdad CDP,86.7,3.6,78233
AZ,Bear Flat CDP,100,0,-
AZ,Beaver Dam CDP,73,29.2,45078
AZ,Beaver Valley CDP,90.9,0,(X)
AZ,Benson city,88,22.1,32010
AZ,Beyerville CDP,56.4,45.1,31875
AZ,Bisbee city,87.3,29.1,31010
AZ,Bitter Springs CDP,59.7,49.4,25000
AZ,Black Canyon City CDP,90.4,14.7,35781
AZ,Blackwater CDP,67.7,61,18068
AZ,Bluewater CDP,80.2,12.1,33355
AZ,Bouse CDP,84.8,8,30326
AZ,Bowie CDP,58.3,21.6,33438
AZ,Brenda CDP,77.9,11,57708
AZ,Bryce CDP,100,15.3,56771
AZ,Buckeye town,84.3,14.8,58939
AZ,Buckshot CDP,50,0,-
AZ,Bullhead City city,82.7,19.7,35948
AZ,Burnside CDP,79,45.3,24583
AZ,Bylas CDP,72.3,56.9,24028
AZ,Cactus Flats CDP,93.4,26.6,56897
AZ,Cactus Forest CDP,100,8,26573
AZ,Cameron CDP,71.1,38.2,35000
AZ,Campo Bonito CDP,100,0,-
AZ,Camp Verde town,83.9,25.4,32957
AZ,Cane Beds CDP,100,16.9,47647
AZ,Canyon Day CDP,73.4,43.8,30000
AZ,Carefree town,99.4,9.6,93014
AZ,Carrizo CDP,53.2,65.9,22946
AZ,Casa Blanca CDP,63.6,60.3,18750
AZ,Casa Grande city,86.4,16.9,44348
AZ,Casas Adobes CDP,92.8,9.6,56265
AZ,Catalina CDP,90.5,10,50885
AZ,Catalina Foothills CDP,98,6,78586
AZ,Cave Creek town,96.6,5.8,76149
AZ,Cedar Creek CDP,70.4,52.9,22411
AZ,Centennial Park CDP,80.3,41,45060
AZ,Central CDP,88.2,6.4,(X)
AZ,Central Heights-Midland City CDP,72.2,19.8,34000
AZ,Chandler city,91.5,10,72695
AZ,Charco CDP,37.5,68.8,(X)
AZ,Chiawuli Tak CDP,100,0,-
AZ,Chilchinbito CDP,76.4,59.2,16528
AZ,Chinle CDP,83.1,38.8,41296
AZ,Chino Valley town,87,18.3,43379
AZ,Chloride CDP,96.3,29.7,20431
AZ,Christopher Creek CDP,100,37.8,23611
AZ,Chuichu CDP,59,0,39350
AZ,Cibecue CDP,58.2,64.6,18088
AZ,Cibola CDP,49.5,14.8,36940
AZ,Cienega Springs CDP,86.4,23.4,33636
AZ,Citrus Park CDP,93.3,6,93684
AZ,Clacks Canyon CDP,100,0,100104
AZ,Clarkdale town,94.7,6.6,46949
AZ,Claypool CDP,79.3,28.5,32796
AZ,Clay Springs CDP,82.8,67.2,(X)
AZ,Clifton town,82.3,9.2,58036
AZ,Colorado City town,43.2,51.5,30150
AZ,Comobabi CDP,55.6,0,-
AZ,Concho CDP,78.6,0,-
AZ,Congress CDP,89.5,6.1,39364
AZ,Coolidge city,80.7,27.4,39621
AZ,Copper Hill CDP,100,0,-
AZ,Cordes Lakes CDP,79.7,25.4,30815
AZ,Cornfields CDP,67.3,54.7,21250
AZ,Cornville CDP,82.5,9.1,38900
AZ,Corona de Tucson CDP,96,1.3,90231
AZ,Cottonwood CDP,84.6,9.6,41875
AZ,Cottonwood city,84.9,19.9,36440
AZ,Cowlic CDP,100,88.9,-
AZ,Crozier CDP,86.4,12.5,45208
AZ,Crystal Beach CDP,76.5,17.5,38625
AZ,Cutter CDP,100,42.2,-
AZ,Dateland CDP,84,13.7,45417
AZ,Deer Creek CDP,91.1,18.1,55179
AZ,Del Muerto CDP,40.7,27.4,(X)
AZ,Dennehotso CDP,74.4,41.6,23500
AZ,Desert Hills CDP,76.3,32.8,30513
AZ,Dewey-Humboldt town,89,12.1,44167
AZ,Dilkon CDP,73.5,44.4,30833
AZ,Dolan Springs CDP,78.9,30.5,19615
AZ,Doney Park CDP,83,8.4,82806
AZ,Donovan Estates CDP,58.2,15.3,37938
AZ,Douglas city,70.9,32,27975
AZ,Dragoon CDP,83.3,20.4,65074
AZ,Drexel Heights CDP,79.1,23.7,45617
AZ,Dripping Springs CDP,87.4,5.8,32222
AZ,Drysdale CDP,16.4,78.5,13750
AZ,Dudleyville CDP,94.9,14.3,56518
AZ,Duncan town,72.2,28.4,29400
AZ,Eagar town,89.2,18,50675
AZ,East Fork CDP,40.8,47.8,15994
AZ,East Globe CDP,73.7,0,101313
AZ,East Verde Estates CDP,95,22.4,34408
AZ,Ehrenberg CDP,79.1,12.4,37125
AZ,El Capitan CDP,88.5,0,74028
AZ,Elephant Head CDP,96.6,11.7,70060
AZ,Elfrida CDP,69.6,3.4,38750
AZ,Elgin CDP,100,13,73214
AZ,El Mirage city,82.8,19.9,50326
AZ,Eloy city,64.2,36.2,31033
AZ,El Prado Estates CDP,35,26.8,33750
AZ,First Mesa CDP,84.5,39.3,23790
AZ,Flagstaff city,91.3,24.2,48680
AZ,Florence town,75.6,16.8,47891
AZ,Flowing Springs CDP,77,26.2,(X)
AZ,Flowing Wells CDP,84.4,23.7,34138
AZ,Fort Apache CDP,82.1,0,110250
AZ,Fort Defiance CDP,86.9,41.8,33264
AZ,Fort Mohave CDP,86.3,9,42418
AZ,Fort Thomas CDP,93.5,0,50125
AZ,Fortuna Foothills CDP,86.6,10.3,50504
AZ,Fort Valley CDP,97,9.1,111345
AZ,Fountain Hills town,96.6,5.8,73272
AZ,Franklin CDP,100,26.5,(X)
AZ,Fredonia town,86,19.2,46490
AZ,Freedom Acres CDP,62.3,0,43472
AZ,Gadsden CDP,42.4,19.5,(X)
AZ,Ganado CDP,77.8,24.8,30556
AZ,Geronimo Estates CDP,100,0,-
AZ,Gila Bend town,61.2,27.9,29795
AZ,Gila Crossing CDP,60.6,44.6,35500
AZ,Gilbert town,95.6,6.6,82424
AZ,Gisela CDP,87,49.4,35444
AZ,Glendale city,83.6,21.7,46776
AZ,Globe city,83,19.8,42405
AZ,Gold Canyon CDP,96.2,5.9,67876
AZ,Golden Shores CDP,77.9,7.4,29118
AZ,Golden Valley CDP,81.6,25.1,33639
AZ,Goodyear city,92.1,8.8,70323
AZ,Goodyear Village CDP,78,52.1,22361
AZ,Grand Canyon Village CDP,91.6,39.3,38137
AZ,Grand Canyon West CDP,-,-,-
AZ,Greasewood CDP,74.4,41.2,27222
AZ,Green Valley CDP,96.4,5.2,46682
AZ,Greer CDP,100,0,-
AZ,Guadalupe town,61.2,24.8,29375
AZ,Gu Oidak CDP,78.4,0,35625
AZ,Hackberry CDP,88.4,4.3,43750
AZ,Haigler Creek CDP,100,0,-
AZ,Haivana Nakya CDP,57.8,60.6,(X)
AZ,Hard Rock CDP,69.8,18.8,(X)
AZ,Hayden town,84,32,38167
AZ,Heber-Overgaard CDP,76.9,24,30114
AZ,Holbrook city,88.5,20.6,50240
AZ,Hondah CDP,81.5,31.4,48125
AZ,Hotevilla-Bacavi CDP,85.2,25.7,41467
AZ,Houck CDP,66,54.1,20060
AZ,Huachuca City town,89.5,32.9,31058
AZ,Hunter Creek CDP,-,-,-
AZ,Icehouse Canyon CDP,88.1,42.9,30714
AZ,Indian Wells CDP,66.9,43.4,28333
AZ,Jakes Corner CDP,70.7,43.9,(X)
AZ,Jeddito CDP,77.4,44.4,22917
AZ,Jerome town,96.9,24.2,30000
AZ,Joseph City CDP,91.6,31.7,45341
AZ,Kachina Village CDP,95.5,11.3,52668
AZ,Kaibab CDP,72.5,29.9,19375
AZ,Kaibito CDP,66.3,39.7,33083
AZ,Kaka CDP,63.2,83.7,(X)
AZ,Katherine CDP,94.1,4.9,33611
AZ,Kayenta CDP,86.7,42.5,28828
AZ,Keams Canyon CDP,71.1,21.7,(X)
AZ,Kearny town,87.7,21.2,43563
AZ,Kingman city,87,20.7,43246
AZ,Kino Springs CDP,90.6,22.7,33571
AZ,Klagetoh CDP,76.5,46,21875
AZ,Kohatk CDP,0,0,-
AZ,Kohls Ranch CDP,100,0,(X)
AZ,Komatke CDP,58.5,64.5,26146
AZ,Ko Vaya CDP,100,0,-
AZ,Kykotsmovi Village CDP,96.8,27.8,32381
AZ,Lake Havasu City city,88.5,13.8,42847
AZ,Lake Montezuma CDP,84.8,17.4,50014
AZ,Lake of the Woods CDP,77.9,12.9,38173
AZ,La Paz Valley CDP,77.6,17.1,39000
AZ,Lazy Y U CDP,96.7,11.6,123500
AZ,LeChee CDP,79.8,15.3,55625
AZ,Leupp CDP,75.7,25.5,30833
AZ,Linden CDP,92.4,8.7,47944
AZ,Litchfield Park city,94.2,5.1,84191
AZ,Littlefield CDP,86,0,-
AZ,Littletown CDP,87.3,22.5,42500
AZ,Lower Santan Village CDP,58.7,76.4,7175
AZ,Low Mountain CDP,66.1,46.7,(X)
AZ,Lukachukai CDP,75.2,40.2,30074
AZ,Lupton CDP,100,0,-
AZ,McConnico CDP,-,-,-
AZ,McNary CDP,79.6,48.4,35000
AZ,McNeal CDP,95.4,17.2,39167
AZ,Maish Vaya CDP,74.7,45.9,20625
AZ,Mammoth town,63.5,28.5,35625
AZ,Many Farms CDP,81.6,31.8,48958
AZ,Marana town,94.1,5.8,74438
AZ,Maricopa city,91.7,8.1,65793
AZ,Maricopa Colony CDP,69.1,41,33929
AZ,Martinez Lake CDP,100,0,108542
AZ,Mayer CDP,89.2,13.9,44583
AZ,Mead Ranch CDP,100,35.7,-
AZ,Meadview CDP,89.4,19.4,25364
AZ,Mesa city,87.5,16.5,48809
AZ,Mesa del Caballo CDP,84.3,24.5,30273
AZ,Mescal CDP,87.6,12.2,49388
AZ,Mesquite Creek CDP,83.8,7.5,41389
AZ,Miami town,77.3,21.1,40602
AZ,Miracle Valley CDP,70.9,5,37143
AZ,Moccasin CDP,90.9,18.2,-
AZ,Moenkopi CDP,91.1,19.9,49762
AZ,Mohave Valley CDP,83.2,24.5,44105
AZ,Mojave Ranch Estates CDP,85.2,41.5,(X)
AZ,Morenci CDP,94.3,6.8,65706
AZ,Morristown CDP,96.9,11.3,24091
AZ,Mountainaire CDP,94.9,4,57273
AZ,Munds Park CDP,100,15.9,(X)
AZ,Naco CDP,72.1,40.2,33393
AZ,Nazlini CDP,73.1,50.1,28750
AZ,Nelson CDP,83.7,30.4,39028
AZ,New Kingman-Butler CDP,78.2,30.8,27675
AZ,New River CDP,95.3,8.1,74920
AZ,Nogales city,62.6,32.7,28044
AZ,Nolic CDP,-,-,-
AZ,North Fork CDP,83.8,37.6,45372
AZ,Nutrioso CDP,100,0,-
AZ,Oak Springs CDP,77.5,38.6,39583
AZ,Oatman CDP,40.8,43.3,(X)
AZ,Oljato-Monument Valley CDP,84.7,70.8,18125
AZ,Oracle CDP,86.3,18,54029
AZ,Orange Grove Mobile Manor CDP,13.6,59.9,23884
AZ,Oro Valley town,97.4,5.6,77770
AZ,Oxbow Estates CDP,100,0,(X)
AZ,Padre Ranchitos CDP,52.2,74.6,44432
AZ,Page city,86.9,14.4,57161
AZ,Palominas CDP,100,77,(X)
AZ,Paradise Valley town,97.4,7.2,151184
AZ,Parker town,80.4,15.4,43271
AZ,Parker Strip CDP,94,11,52132
AZ,Parks CDP,96.2,8.9,55185
AZ,Patagonia town,86.6,29.1,19157
AZ,Paulden CDP,84.8,21.8,42794
AZ,Payson town,88.3,12.7,42856
AZ,Peach Springs CDP,72.3,40.5,34044
AZ,Peeples Valley CDP,94.2,20.3,49545
AZ,Peoria city,92.4,9.2,65314
AZ,Peridot CDP,73.7,40.7,40500
AZ,Phoenix city,80.7,23.1,47326
AZ,Picacho CDP,67.9,26.3,36250
AZ,Picture Rocks CDP,89.6,13.3,55643
AZ,Pima town,87.8,22.5,47277
AZ,Pimaco Two CDP,85.7,10.3,31438
AZ,Pinal CDP,80.9,51,(X)
AZ,Pine CDP,94.5,5.9,62550
AZ,Pinedale CDP,87.4,30.6,58534
AZ,Pine Lake CDP,100,20.5,-
AZ,Pinetop Country Club CDP,97.2,0,62850
AZ,Pinetop-Lakeside town,92.8,22.5,58875
AZ,Pinion Pines CDP,100,0,69605
AZ,Pinon CDP,72.1,29.5,36161
AZ,Pirtleville CDP,42.6,45.2,18125
AZ,Pisinemo CDP,66.8,70.2,26250
AZ,Poston CDP,57.5,25.1,23988
AZ,Prescott city,92.8,15.5,44846
AZ,Prescott Valley town,87.6,18.2,42571
AZ,Quartzsite town,81,10.1,29863
AZ,Queen Creek town,96,8.6,83678
AZ,Queen Valley CDP,95.4,2,38500
AZ,Rainbow City CDP,65.5,28.3,39000
AZ,Rancho Mesa Verde CDP,11.8,31.8,21891
AZ,Red Mesa CDP,81.1,17.6,42321
AZ,Red Rock CDP (Apache County),74.3,46.2,25625
AZ,Red Rock CDP (Pinal County),92.6,11,57917
AZ,Rillito CDP,54.8,88.4,-
AZ,Rincon Valley CDP,95.1,4.8,89000
AZ,Rio Rico CDP,76.4,15.6,50773
AZ,Rio Verde CDP,97.8,7.1,101855
AZ,Rock House CDP,100,0,-
AZ,Rock Point CDP,67.9,52.3,26607
AZ,Roosevelt CDP,88.5,11.5,-
AZ,Rough Rock CDP,88.5,15.9,39464
AZ,Round Rock CDP,67.6,45,24167
AZ,Round Valley CDP,93.7,1.5,81360
AZ,Rye CDP,50,20.5,(X)
AZ,Sacate Village CDP,63.6,79.3,(X)
AZ,Sacaton CDP,72.9,37.9,30147
AZ,Sacaton Flats Village CDP,73.9,51.7,29643
AZ,Saddlebrooke CDP,98.9,3.6,67834
AZ,Safford city,87.1,16.9,46277
AZ,Sahuarita town,94.6,6.2,66339
AZ,St. David CDP,93.7,6.3,42941
AZ,St. Johns city,84.7,18.3,39348
AZ,St. Johns CDP,75.3,46.4,32188
AZ,St. Michaels CDP,85.6,24.7,42206
AZ,Salome CDP,74.9,27.4,32175
AZ,San Carlos CDP,66.4,55.7,25363
AZ,Sanders CDP,62.9,46.7,21125
AZ,San Jose CDP,75.1,15.8,43375
AZ,San Luis city,41.9,30.2,30637
AZ,San Manuel CDP,87.2,17.1,43629
AZ,San Miguel CDP,94.7,26.5,26719
AZ,San Simon CDP,100,14.5,34531
AZ,Santa Cruz CDP,-,-,-
AZ,San Tan Valley CDP,90.2,15.3,59769
AZ,Santa Rosa CDP,72.7,51.2,27279
AZ,Sawmill CDP,70.9,51,25750
AZ,Scenic CDP,81.9,16.2,33735
AZ,Scottsdale city,96.2,9.5,73288
AZ,Seba Dalkai CDP,48.2,33.9,28750
AZ,Second Mesa CDP,82.3,28.4,31974
AZ,Sedona city,95.6,8.1,55135
AZ,Sehili CDP,79.5,58.8,(X)
AZ,Seligman CDP,83.3,26.1,(X)
AZ,Sells CDP,80.2,48.5,24063
AZ,Seven Mile CDP,77.2,54.1,17344
AZ,Shongopovi CDP,81.2,46.4,39583
AZ,Shonto CDP,77.3,29.7,35357
AZ,Show Low city,88.7,18.4,42614
AZ,Sierra Vista city,93.2,12.7,59091
AZ,Sierra Vista Southeast CDP,94.7,15.3,52026
AZ,Six Shooter Canyon CDP,87.3,28.9,52448
AZ,Snowflake town,90.6,9.9,51938
AZ,So-Hi CDP,82.7,18.8,22750
AZ,Solomon CDP,70.7,21.2,51875
AZ,Somerton city,51,31.5,31540
