State,City,percent_completed_hs,poverty_rate,Median Income
TX,Wolfe City city,82.5,23.8,28571
TX,Wolfforth city,86.5,17.2,75602
TX,Woodbranch city,82.2,12.4,69545
TX,Woodcreek city,95.6,7.3,58438
TX,Woodloch town,90.1,2.3,76875
TX,Woodsboro town,83.2,7.1,47946
TX,Woodson town,86.9,15.8,38472
TX,Woodville town,87.5,22.1,39227
TX,Woodway city,95.9,4.3,76906
TX,Wortham town,76.1,17.2,34698
TX,Wyldwood CDP,100,7.2,63825
TX,Wylie city,92.8,5.9,81799
TX,Yantis town,83.3,12.1,38854
TX,Yoakum city,68.1,13,37649
TX,Yorktown city,68.3,15.8,36803
TX,Yznaga CDP,100,100,-
TX,Zapata CDP,57.7,17.8,37088
TX,Zapata Ranch CDP,95.1,3,49732
TX,Zarate CDP,100,0,-
TX,Zavalla city,72.2,35.2,28500
TX,Zuehl CDP,74,3.6,34152
UT,Alpine city,97.4,7.5,92305
UT,Alta town,100,31.2,64205
UT,Altamont town,93.4,11.4,71500
UT,Alton town,100,27.3,58000
UT,Amalga town,85.1,16,58295
UT,American Fork city,93.6,12.8,65101
UT,Aneth CDP,67.1,42.2,32625
UT,Annabella town,94.7,4.1,57969
UT,Antimony town,89.3,3.4,40625
UT,Apple Valley town,92.3,13.2,55227
UT,Aurora city,97.5,7.5,59625
UT,Avon CDP,98.6,0,67917
UT,Ballard town,78.9,6.6,70769
UT,Bear River City city,93.6,5.8,60179
UT,Beaver city,93.7,11.3,48309
UT,Benjamin CDP,94.6,3.6,64896
UT,Benson CDP,93.5,9.8,61000
UT,Beryl Junction CDP,-,-,-
UT,Bicknell town,94.7,29.3,48750
UT,Big Water town,93.7,18.2,51250
UT,Blanding city,96.6,20.7,52054
UT,Bluebell CDP,89.4,0,91667
UT,Bluff CDP,92.9,7.1,(X)
UT,Bluffdale city,97.1,5.9,89454
UT,Bonanza CDP,-,-,-
UT,Boulder town,100,22.3,40625
UT,Bountiful city,95.3,7.9,64123
UT,Brian Head town,85.3,38.3,(X)
UT,Brigham City city,92.2,8.8,50212
UT,Bryce Canyon City town,84.9,29.7,19583
UT,Cache CDP,-,-,-
UT,Cannonville town,93.5,3,56667
UT,Carbonville CDP,86.8,22.7,37500
UT,Castle Dale city,95.2,10.8,53438
UT,Castle Valley town,91.6,28.4,29038
UT,Cedar City city,91.3,22.9,41632
UT,Cedar Fort town,85.6,2.8,68750
UT,Cedar Hills city,99.1,5.7,92760
UT,Centerfield town,83.7,10.6,46429
UT,Centerville city,97.4,4.5,78438
UT,Central CDP,96.5,11.9,38077
UT,Central Valley town,92.1,16.6,50938
UT,Charleston town,95,4.9,73750
UT,Circleville town,90.5,18.7,42500
UT,Clarkston town,92.9,1.6,62625
UT,Clawson town,96.3,15.2,52500
UT,Clear Creek CDP,-,-,-
UT,Clearfield city,92.3,13.1,48866
UT,Cleveland town,96.4,15.3,66667
UT,Clinton city,93.1,4.1,72900
UT,Coalville city,86.6,4.9,59309
UT,Copperton CDP,90.7,0,60379
UT,Corinne city,89.8,7.9,50859
UT,Cornish town,85.8,35.1,31591
UT,Cottonwood Heights city,96.9,4.3,79823
UT,Cove CDP,100,3.9,39875
UT,Dammeron Valley CDP,100,0,(X)
UT,Daniel town,93.8,3.9,71250
UT,Delta city,88.7,19,55598
UT,Deseret CDP,88,4.2,47738
UT,Deweyville town,88.5,14.2,58750
UT,Draper city,96.8,4.9,95804
UT,Duchesne city,83.1,12.2,50096
UT,Dugway CDP,92.1,11.5,85489
UT,Dutch John CDP,100,0,56250
UT,Eagle Mountain city,95.5,5.8,69018
UT,East Carbon-Sunnyside city,84.1,21.3,31488
UT,Echo CDP,100,0,42344
UT,Eden CDP,95.7,4.5,68854
UT,Elberta CDP,69,7.2,(X)
UT,Elk Ridge city,99.2,6.8,84712
UT,Elmo town,88.9,16,39712
UT,Elsinore town,92.2,20.7,36583
UT,Elwood town,96.4,5.7,71167
UT,Emery town,88.3,11.7,40536
UT,Emigration Canyon CDP,99.6,7.3,170313
UT,Enoch city,96,11.1,52088
UT,Enterprise CDP,100,11.3,87292
UT,Enterprise city,94.6,10.3,57583
UT,Ephraim city,88,31.4,39392
UT,Erda CDP,93.6,3.9,72344
UT,Escalante city,86.5,20.6,35227
UT,Eureka city,96,17,45417
UT,Fairfield town,94.4,3,81094
UT,Fairview city,92.4,6.1,59821
UT,Farmington city,98.2,3.7,92363
UT,Farr West city,93.5,4.3,83462
UT,Fayette town,94.9,0.6,73000
UT,Ferron city,90.8,9.9,50313
UT,Fielding town,89.5,12.2,50909
UT,Fillmore city,83.4,16.1,41563
UT,Flaming Gorge CDP,100,5.6,66250
UT,Fort Duchesne CDP,59.2,28.3,44167
UT,Fountain Green city,90.4,14.6,47969
UT,Francis town,94.5,3.4,74306
UT,Fremont CDP,100,4.7,(X)
UT,Fruit Heights city,98.4,10.2,103849
UT,Garden CDP,100,32.3,(X)
UT,Garden City town,99,32.8,37708
UT,Garland city,92,10.4,51667
UT,Genola town,85.5,16.5,55250
UT,Glendale town,96.3,20.4,33500
UT,Glenwood town,90,8.6,68869
UT,Goshen town,79.8,10,56125
UT,Granite CDP,94.3,6,104583
UT,Grantsville city,94.3,8.7,58802
UT,Green River city,82.1,30.7,41786
UT,Gunnison city,84.8,7.3,54821
UT,Halchita CDP,71.4,54.9,24375
UT,Halls Crossing CDP,-,-,-
UT,Hanksville town,86.8,18.6,35625
UT,Harrisville city,92.9,2.6,59307
UT,Hatch town,81.3,3.5,47500
UT,Heber city,90.2,14.9,60171
UT,Helper city,88,10.6,48256
UT,Henefer town,94.4,10,53516
UT,Henrieville town,86.9,9,46250
UT,Herriman city,97.8,7.7,76908
UT,Hideout town,71.5,21.3,46146
UT,Highland city,98.9,3.2,116971
UT,Hildale city,70.7,32.3,45375
UT,Hinckley town,86.4,21.5,52188
UT,Holden town,97.4,13.1,45714
UT,Holladay city,97.2,5,75690
UT,Honeyville city,98.5,12.7,56000
UT,Hooper city,94.5,2.8,87965
UT,Howell town,93.5,4.2,46250
UT,Hoytsville CDP,81,25.9,55208
UT,Huntington city,85.3,9.6,49620
UT,Huntsville town,96.9,4.1,65625
UT,Hurricane city,93.6,16.6,44715
UT,Hyde Park city,97.4,3.6,73605
UT,Hyrum city,90.8,14.1,54417
UT,Independence town,98,8.1,(X)
UT,Ivins city,93.9,13.8,52920
UT,Jensen CDP,100,0,67308
UT,Joseph town,77.4,14.3,42083
UT,Junction town,70.9,26.7,36875
UT,Kamas city,81.6,12.1,57548
UT,Kanab city,97.2,6,54185
UT,Kanarraville town,94.3,7.6,56563
UT,Kanosh town,90.3,9.5,46250
UT,Kaysville city,98,5.3,85139
UT,Kearns CDP,77.3,16.3,56979
UT,Kenilworth CDP,89.4,18.7,(X)
UT,Kingston town,82.2,27.4,41750
UT,Koosharem town,90.3,11.1,46250
UT,Lake Shore CDP,96.2,2.6,69231
UT,Laketown town,97.2,1.7,66667
UT,La Sal CDP,73.8,42.3,(X)
UT,La Verkin city,91.5,22.8,41442
UT,Layton city,94.4,9.4,69408
UT,Leamington town,94.5,16.9,75625
UT,Leeds town,96.4,4.2,55083
UT,Lehi city,96.8,5.7,77662
UT,Levan town,91.1,10.8,48676
UT,Lewiston city,92.7,15.3,47900
UT,Liberty CDP,97.6,0.9,76016
UT,Lindon city,95.4,8,86495
UT,Loa town,88.8,15.5,38750
UT,Logan city,88.8,26.5,36032
UT,Lyman town,98.1,3.9,42083
UT,Lynndyl town,97.2,8.7,68750
UT,Maeser CDP,89.7,3.3,66372
UT,Magna CDP,81.6,13.6,55786
UT,Manila town,91.9,10.9,40000
UT,Manti city,92.1,9.7,45556
UT,Mantua town,95.9,5.5,71563
UT,Mapleton city,97,4.7,93571
UT,Marion CDP,96.6,4.2,71250
UT,Marriott-Slaterville city,92.5,7.6,73750
UT,Marysvale town,78.9,23.5,28162
UT,Mayfield town,97.2,12,60139
UT,Meadow town,94.6,2,56786
UT,Mendon city,99.5,3,80870
UT,Mexican Hat CDP,-,-,-
UT,Midvale city,87.5,16.6,50614
UT,Midway city,95.4,5,77273
UT,Milford city,89.9,17.5,51786
UT,Millcreek CDP,94.1,10.8,57672
UT,Millville city,94.3,6,78500
UT,Minersville town,93.5,7.1,56000
UT,Moab city,90,16,40497
UT,Mona city,92.5,6.1,69010
UT,Monroe city,90.2,12.5,48517
UT,Montezuma Creek CDP,67.5,51.4,16705
UT,Monticello city,90.6,13.5,49803
UT,Morgan city,98,4.4,70603
UT,Moroni city,74,17.7,45893
UT,Mountain Green CDP,99.2,4.1,102107
UT,Mount Pleasant city,89.3,19.6,51071
UT,Murray city,92.3,12.7,54685
UT,Myton city,73.4,30.7,43611
UT,Naples city,89.4,6.8,76000
UT,Navajo Mountain CDP,71.9,46.1,24107
UT,Neola CDP,88.5,25.1,70000
UT,Nephi city,89.9,11.2,53102
UT,Newcastle CDP,100,3.3,65324
UT,New Harmony town,94.7,6.3,61875
UT,Newton town,94.1,4.3,58250
UT,Nibley city,95.5,6.6,73958
UT,North Logan city,94.3,11.4,64571
UT,North Ogden city,96.1,2.9,75375
UT,North Salt Lake city,92,11.3,71421
UT,Oak City town,93.9,4.8,64792
UT,Oakley city,92.6,2.1,73793
UT,Oasis CDP,-,-,-
UT,Ogden city,82.3,22.9,41036
UT,Oljato-Monument Valley CDP,88.2,33.3,32250
UT,Ophir town,94.4,0,(X)
UT,Orangeville city,93.8,5.5,50833
UT,Orderville town,91,5.5,53352
UT,Orem city,91.4,16.9,55166
UT,Palmyra CDP,98.6,4.1,71667
UT,Panguitch city,92.5,29.1,40833
UT,Paradise town,94,6.5,64931
UT,Paragonah town,95.7,14,50156
UT,Park City city,92,15.9,105102
UT,Parowan city,95.5,13.3,36209
UT,Payson city,89.1,11.2,60048
UT,Peoa CDP,100,0,58646
UT,Perry city,97.4,5.3,79650
UT,Peter CDP,100,0,66715
UT,Pine Valley CDP,100,0,(X)
UT,Plain City city,96.3,1.2,81027
UT,Pleasant Grove city,94.8,10.6,62343
UT,Pleasant View city,94.7,4.3,83417
UT,Plymouth town,85.8,12.4,54531
UT,Portage town,95.6,16,47500
UT,Price city,86.2,19.8,44070
UT,Providence city,97.1,5.6,62335
UT,Provo city,90.5,28.8,41291
UT,Randlett CDP,76.2,93.5,(X)
UT,Randolph town,93.3,9.4,54375
UT,Redmond town,90.2,13.4,51058
UT,Richfield city,91.4,17.3,40500
UT,Richmond city,96.7,5.8,57500
UT,Riverdale city,91.5,9.1,56076
UT,River Heights city,97.2,7.7,68516
UT,Riverside CDP,92.2,0,62772
UT,Riverton city,95.6,3.2,85207
UT,Rockville town,91.9,9.6,50000
UT,Rocky Ridge town,88.5,35.4,53036
UT,Roosevelt city,88.7,13.5,62351
UT,Roy city,90.7,12.1,62598
UT,Rush Valley town,86.6,5,63750
UT,St. George city,91.8,16,49614
UT,Salem city,96.3,8.7,76909
UT,Salina city,87.3,16.7,46328
UT,Salt Lake City city,87.4,20.3,47243
UT,Samak CDP,96.4,17.8,58942
UT,Sandy city,95.7,6.7,79491
UT,Santa Clara city,96.3,4.4,67776
UT,Santaquin city,90.1,9,63938
UT,Saratoga Springs city,96.6,1.5,80389
UT,Scipio town,92.4,3.2,60000
UT,Scofield town,78.6,0,86250
UT,Sigurd town,86.1,15.2,51250
UT,Silver Summit CDP,96.7,3.9,133068
UT,Smithfield city,94.9,5.6,57593
UT,Snowville town,87.8,5.1,51875
UT,Snyderville CDP,94.8,4.1,100477
UT,South Jordan city,96.7,3.5,94183
UT,South Ogden city,94.2,10.7,55605
UT,South Salt Lake city,80.5,26.8,37083
UT,South Weber city,92.8,3.5,86250
UT,South Willard CDP,94.5,18.2,84050
UT,Spanish Fork city,91.1,7.1,65294
UT,Spanish Valley CDP,98,14.1,(X)
UT,Spring City city,89.6,15.9,52685
UT,Springdale town,95.6,2.7,50078
UT,Spring Glen CDP,95.4,10.5,44526
UT,Spring Lake CDP,100,20.4,40208
UT,Springville city,92.4,8.1,58880
UT,Stansbury Park CDP,98.9,3.5,82097
UT,Sterling town,98,3.1,52500
UT,Stockton town,92.7,7.4,63750
UT,Summit CDP,100,0,(X)
UT,Summit Park CDP,95.9,5.4,117286
UT,Sunset city,88.6,18.5,47321
UT,Sutherland CDP,100,0,63606
UT,Syracuse city,97.5,3,86869
UT,Tabiona town,90.8,8.6,39167
UT,Taylorsville city,88.9,11.3,58524
UT,Teasdale CDP,100,6.1,26989
UT,Thatcher CDP,92.1,3.2,66964
UT,Thompson Springs CDP,100,0,-
UT,Timber Lakes CDP,89.9,10,32171
UT,Tooele city,92,7.6,57390
UT,Toquerville city,92.7,7.6,65909
UT,Torrey town,92.9,31.5,42500
UT,Tremonton city,82.5,14.6,45116
UT,Trenton town,91.8,18.2,51094
UT,Tropic town,93.9,9.3,47031
UT,Tselakai Dezza CDP,82.4,0,61667
UT,Uintah town,97.3,6.9,70682
UT,Vernal city,86.2,12,56563
UT,Vernon town,93.2,15.4,45500
UT,Veyo CDP,90.5,19.9,53450
UT,Vineyard town,92.8,1.1,100000
UT,Virgin town,85.9,15.2,47500
UT,Wales town,91.3,16.5,46250
UT,Wallsburg town,95.2,0.5,84583
UT,Wanship CDP,96.4,21.1,(X)
UT,Washington city,93.1,14.3,52885
UT,Washington Terrace city,92.4,16.9,44188
UT,Wellington city,88.7,19.8,42589
UT,Wellsville city,94.2,5.1,66767
UT,Wendover city,50.9,31.5,28106
UT,West Bountiful city,97,3.7,82373
UT,West Haven city,92.5,6.3,72000
UT,West Jordan city,90.7,9.1,68442
UT,West Mountain CDP,98.6,17.8,89750
UT,West Point city,97.9,6.1,75742
UT,West Valley City city,77.2,18.8,52534
UT,West Wood CDP,96.1,0,88438
UT,White City CDP,92.3,7.3,59495
UT,White Mesa CDP,79.8,33,(X)
UT,Whiterocks CDP,62.3,74.1,26250
UT,Willard city,94.8,2.7,67857
UT,Wolf Creek CDP,92.3,6.3,76287
UT,Woodland CDP,100,0,73250
UT,Woodland Hills city,97.6,7,96250
UT,Woodruff town,97.3,0,68214
UT,Woods Cross city,97.4,8.8,69814
VT,Albany village,89.6,5.4,51563
VT,Alburgh village,88.1,14.5,44375
VT,Arlington CDP,92.1,12,48553
VT,Ascutney CDP,86.1,8.1,36806
VT,Barnet CDP,97.8,0,62361
VT,Barre city,89.3,18.7,41156
VT,Barton village,75.1,14.2,26719
VT,Beecher Falls CDP,67.4,25,30313
VT,Bellows Falls village,89.1,15.8,32330
VT,Bennington CDP,87.7,23.2,36322
VT,Benson CDP,92.2,19.4,27188
VT,Bethel CDP,90.9,17.9,49750
VT,Bradford CDP,87.3,22.9,40750
VT,Brandon CDP,88.3,10.1,45804
VT,Brattleboro CDP,88.4,19.3,51472
VT,Bristol CDP,96.7,11.9,41833
VT,Burlington city,89,24.8,44671
VT,Cabot CDP,89.9,25.2,34167
VT,Cambridge village,92.9,8.5,53750
VT,Canaan CDP,86,19.9,34464
VT,Castleton CDP,94.7,17,(X)
VT,Cavendish CDP,92.1,11.7,43375
VT,Chelsea CDP,74,16.6,31953
VT,Chester CDP,95.8,15.5,29022
VT,Concord CDP,85.1,7.9,36731
VT,Coventry CDP,90.2,16.3,36875
VT,Danville CDP,92.7,5.3,70500
VT,Derby Center village,78.5,13.4,33125
VT,Derby Line village,93,16.2,53359
VT,Dorset CDP,100,0,69022
VT,East Barre CDP,98.7,0,97614
VT,East Burke CDP,100,0,83611
VT,East Middlebury CDP,100,0,59306
VT,East Montpelier CDP,100,22.2,(X)
VT,Enosburg Falls village,79.3,17.1,39306
VT,Essex Junction village,97,7.8,64303
VT,Fairfax CDP,94.5,3,54375
VT,Fair Haven CDP,88,13.2,39583
VT,Fairlee CDP,100,26.2,56750
VT,Glover CDP,77.6,20.5,40000
VT,Graniteville CDP,94.1,9.4,40179
VT,Greensboro CDP,96,6.8,53750
VT,Greensboro Bend CDP,89.2,20.7,43333
VT,Groton CDP,88.7,18.3,39107
VT,Hardwick CDP,83.7,19.5,31890
VT,Hartland CDP,100,8.1,61161
VT,Hinesburg CDP,99.7,3.5,52250
VT,Hyde Park village,97.3,11.7,61250
VT,Irasburg CDP,88.6,3.5,33750
VT,Island Pond CDP,78.9,25.4,19813
VT,Jacksonville village,97.1,14.5,48250
VT,Jeffersonville village,95.3,17.6,51250
VT,Jericho village,96.6,1.4,88045
VT,Johnson village,79.3,24.9,32019
VT,Lowell CDP,77.8,6.9,46250
VT,Ludlow village,88.6,14.7,36563
VT,Lyndonville village,92.7,22.9,29792
VT,Manchester village,91.6,11.7,31103
VT,Manchester Center CDP,92.3,7,46667
VT,Marshfield village,92.5,18.1,55278
VT,Middlebury CDP,93.4,12.8,49414
VT,Milton CDP,88.8,4.4,57581
VT,Montpelier city,94.6,11.1,61588
VT,Morrisville village,87.8,18,38684
VT,Newbury village,92.4,21.1,40781
VT,Newfane village,100,27.7,26042
VT,Newport city,83.5,26,30101
VT,Newport Center CDP,81,24.3,39375
VT,North Bennington village,89.2,16.9,47228
VT,Northfield CDP,90.3,15.2,56563
VT,North Hartland CDP,100,0,51486
VT,North Springfield CDP,78.1,18.1,14911
VT,North Troy village,72.9,17.4,43654
VT,North Westminster CDP,78.5,16,(X)
VT,Norwich CDP,97.6,7.6,99297
VT,Old Bennington village,100,1.9,81250
VT,Orleans village,81.1,25.4,46806
VT,Perkinsville village,95.8,3.1,60139
VT,Pittsford CDP,84.6,11.9,(X)
VT,Plainfield CDP,97.6,5.8,48125
VT,Poultney village,90,16.7,40735
VT,Proctorsville CDP,85.4,10.6,46250
VT,Putney CDP,88.8,10.1,44444
VT,Quechee CDP,100,0,73008
VT,Randolph CDP,85.7,19.3,44853
VT,Readsboro CDP,71.6,18.8,27917
VT,Richford CDP,75.2,22.9,30395
VT,Richmond CDP,91.2,9.9,44688
VT,Rochester CDP,95.2,16.6,25288
VT,Rutland city,89.7,17.1,41345
VT,St. Albans city,92.9,14.8,44013
VT,St. Johnsbury CDP,88.3,12,36693
VT,Saxtons River village,89.4,23.8,39000
VT,Shelburne CDP,92.7,7.2,68694
VT,South Barre CDP,92.8,7,55944
VT,South Burlington city,95.2,6.7,65840
VT,South Royalton CDP,100,45.9,30449
VT,South Shaftsbury CDP,91.8,24.6,37406
VT,Springfield CDP,92.1,29.5,30748
VT,Stowe CDP,94,10.8,35963
VT,Swanton village,85.8,17.7,41349
VT,Troy CDP,80.3,6.7,37614
VT,Vergennes city,91.7,11.6,49009
VT,Waitsfield CDP,100,0,40724
VT,Wallingford CDP,92.2,13.1,51563
VT,Waterbury village,95.1,11.4,56359
VT,Websterville CDP,91.2,8.6,75000
VT,Wells CDP,87.7,7.5,41528
VT,Wells River village,80,25.7,31500
VT,West Brattleboro CDP,87.4,16.5,33504
VT,West Burke village,85.2,16.9,34545
VT,Westminster village,94.1,2.9,51607
VT,West Rutland CDP,86.9,11.3,48224
VT,White River Junction CDP,86.6,16.7,38350
VT,Wilder CDP,97.2,2.7,59179
VT,Williamstown CDP,88.4,12.1,57569
VT,Wilmington CDP,97.4,4.1,41394
VT,Windsor CDP,89.7,21.6,35766
VT,Winooski city,85,26.1,45974
VT,Woodstock village,96.9,8.3,61339
VT,Worcester CDP,84.1,4.3,51667
VA,Abingdon town,85,17.5,39405
VA,Accomac town,82.5,9.4,39659
VA,Adwolf CDP,86.4,12.4,50391
VA,Alberta town,83.5,19.7,33056
VA,Alexandria city,91.5,8.3,89134
VA,Allisonia CDP,90.1,0,58333
VA,Altavista town,79.7,20.6,31776
VA,Amelia Court House CDP,58.5,29.9,(X)
VA,Amherst town,78.1,5.8,49960
VA,Annandale CDP,84.4,11.3,79774
VA,Appalachia town,76.3,36.9,32932
VA,Apple Mountain Lake CDP,94.4,7.8,78370
VA,Appomattox town,78.5,26,26166
VA,Aquia Harbour CDP,95.9,1.8,120200
VA,Arcola CDP,72.2,4.8,140724
VA,Arlington CDP,93.5,9,105763
VA,Arrington CDP,72.3,27.1,45656
VA,Ashburn CDP,96.3,3.5,119090
VA,Ashland town,84.1,17.6,40902
VA,Atkins CDP,79.8,14,26016
VA,Atlantic CDP,86.1,4.6,80044
VA,Augusta Springs CDP,59.2,5.6,32788
VA,Bailey's Crossroads CDP,78.1,18.2,66352
VA,Baskerville CDP,80.6,8.5,-
VA,Bassett CDP,68.5,26.5,26210
VA,Basye CDP,95.2,5,38684
VA,Bayside CDP,35.3,0,13841
VA,Bealeton CDP,91.3,2.6,89911
VA,Bedford town,82.6,26.3,35049
VA,Belle Haven town,88.5,17.5,52778
VA,Belle Haven CDP,93,8.7,107578
VA,Bellwood CDP,74.1,18.9,38138
VA,Belmont CDP,97.9,2.4,192396
VA,Belmont Estates CDP,97,1.9,103036
VA,Belspring CDP,67.8,0,(X)
VA,Belview CDP,93.5,24.2,39336
VA,Benns Church CDP,72.6,6.4,50170
VA,Bensley CDP,60.7,27.1,35212
VA,Berryville town,81.3,8.6,56591
VA,Bethel Manor CDP,97.5,6.9,50452
VA,Big Island CDP,87,2.7,58750
VA,Big Stone Gap town,69.9,27.6,37036
VA,Blacksburg town,95.7,45.3,31936
VA,Blackstone town,79.1,23.7,35591
VA,Blairs CDP,77,9.4,54464
VA,Bland CDP,95.9,33.3,32083
VA,Bloxom town,70.1,18.7,41250
VA,Bluefield town,84.1,10.2,42717
VA,Blue Ridge CDP,92.5,9.8,61071
VA,Blue Ridge Shores CDP,94.3,2.4,65966
VA,Bobtown CDP,100,0,111250
VA,Bon Air CDP,91.5,7,69703
VA,Boones Mill town,77.7,8.2,52250
VA,Boston CDP,84,23.8,31331
VA,Boswell's Corner CDP,78.8,14.5,53011
VA,Bowling Green town,85.9,16.6,53405
VA,Boyce town,88,5.4,72083
VA,Boydton town,87.6,17,46667
VA,Boykins town,79,16.6,50500
VA,Bracey CDP,90.3,10.3,35278
VA,Brambleton CDP,98.7,2.4,167378
VA,Branchville town,86,12,40833
VA,Brandermill CDP,96.1,2.3,75435
VA,Bridgewater town,91.1,5.4,55205
VA,Brightwood CDP,84.9,3.9,61161
VA,Bristol city,82.4,20.4,35368
VA,Broadlands CDP,98.2,1.2,169167
VA,Broadway town,80.4,8.6,48926
VA,Brodnax town,69.2,16.9,35625
VA,Brookneal town,80.6,19.7,29028
VA,Buchanan town,83.4,5.6,55739
VA,Buckhall CDP,93.8,4.3,131781
VA,Buckingham Courthouse CDP,100,0,78125
VA,Buena Vista city,81.9,28.4,29097
VA,Bull Run CDP,81.9,12.8,64048
VA,Bull Run Mountain Estates CDP,95.2,8.3,92857
VA,Burke CDP,94.7,2.7,131243
VA,Burke Centre CDP,93.3,6.3,103021
VA,Burkeville town,82.1,18,35833
VA,Callaghan CDP,92.5,28.4,38438
VA,Calverton CDP,81.6,0,31540
VA,Camptown CDP,68.3,41.3,14965
VA,Cana CDP,67.7,21.8,35648
VA,Cape Charles town,84.3,27,33281
VA,Capron town,87.5,13.5,53750
VA,Captains Cove CDP,87.8,15.2,47583
VA,Carrollton CDP,90.8,3,87461
VA,Carrsville CDP,76.2,0,33250
VA,Cascades CDP,97.2,3.6,141578
VA,Castlewood CDP,77.9,29.2,26429
VA,Catlett CDP,87,0,78198
VA,Cats Bridge CDP,66.8,8.4,21964
VA,Cave Spring CDP,97,7.6,63487
VA,Cedar Bluff town,80.1,28.3,29804
VA,Central Garage CDP,79,12.6,53182
VA,Centreville CDP,94.5,5,105278
VA,Chamberlayne CDP,90.6,8.7,77154
VA,Chantilly CDP,90.7,8.9,117394
VA,Charles City CDP,74.8,0,42679
VA,Charlotte Court House town,83.2,45,37292
VA,Charlottesville city,90.2,25.8,49775
VA,Chase City town,73.6,29.6,27955
VA,Chase Crossing CDP,62.5,7.8,47125
VA,Chatham town,85.6,10.2,41731
VA,Chatmoss CDP,90.1,20.5,67571
VA,Cheriton town,74.6,18.8,33359
VA,Cherry Hill CDP,89.9,8.7,86861
VA,Chesapeake city,91.1,9.7,68620
VA,Chester CDP,89,9.6,64172
VA,Chester Gap CDP,90.7,6,55929
VA,Chilhowie town,83.9,19.2,42125
VA,Chincoteague town,87.2,9.5,47438
VA,Christiansburg town,93.2,10.5,52979
VA,Churchville CDP,100,23.5,49063
VA,Claremont town,75,19.2,36250
VA,Clarksville town,91.5,17.7,38194
VA,Claypool Hill CDP,81.8,6.8,40595
VA,Cleveland town,69.5,47.4,18854
VA,Clifton town,100,1.6,177500
VA,Clifton Forge town,81.8,30.5,35769
VA,Clinchco town,67.7,43.2,17750
VA,Clinchport town,64.2,41.9,(X)
VA,Clintwood town,80.6,15.6,39750
VA,Clover CDP,73.2,16.2,21159
VA,Cloverdale CDP,95.6,11.4,78333
VA,Cluster Springs CDP,90.4,18.2,41570
VA,Coeburn town,73.9,36.4,24575
VA,Collinsville CDP,79,16.9,34382
VA,Colonial Beach town,79.3,11.1,43929
VA,Colonial Heights city,87.9,11.4,50304
VA,Columbia town,93.5,61.3,(X)
VA,Concord CDP,71.3,1.9,58250
VA,Countryside CDP,96.8,1.9,110851
VA,County Center CDP,95.2,6.1,98482
VA,Courtland town,81,49.9,21372
VA,Covington city,83.2,25.5,34746
VA,Craigsville town,68.7,28.2,35676
VA,Crewe town,80.2,28.8,41250
VA,Crimora CDP,88.7,13.5,46318
VA,Crosspointe CDP,97.4,1,210625
VA,Crozet CDP,92.4,6.4,83886
VA,Culpeper town,82.1,13.6,57551
VA,Cumberland CDP,39.8,44.4,(X)
VA,Dahlgren CDP,91.1,7,86442
VA,Dahlgren Center CDP,97.8,0,56250
VA,Dale City CDP,86.6,7.3,85462
VA,Daleville CDP,94.6,1.2,81352
VA,Damascus town,71.2,12.3,23934
VA,Dante CDP,79.6,27.1,(X)
VA,Danville city,78.7,23.7,32315
VA,Dayton town,88.6,3.1,48984
VA,Deep Creek CDP,100,43.6,(X)
VA,Deerfield CDP,81.4,0,51172
VA,Deltaville CDP,93.5,8.2,45000
VA,Dendron town,88.3,4.3,50000
VA,Dillwyn town,77.5,39.3,27083
VA,Dooms CDP,78.3,15,40114
VA,Drakes Branch town,76.2,31.7,26019
VA,Dranesville CDP,98.5,4,170077
VA,Draper CDP,93.8,13.1,(X)
VA,Dryden CDP,89.2,14.6,39893
VA,Dublin town,82.2,17.9,34295
VA,Duffield town,76.5,10.4,39583
VA,Dulles Town Center CDP,93.5,10.9,89392
VA,Dumbarton CDP,84.7,25.2,38506
VA,Dumfries town,75.3,15.8,60956
VA,Dungannon town,68.7,35.7,23207
VA,Dunn Loring CDP,94.8,3.3,151688
VA,East Highland Park CDP,87.9,11.9,46943
VA,East Lexington CDP,81,22.6,36856
VA,Eastville town,92.4,12.6,50179
VA,Ebony CDP,100,7.3,45313
VA,Edinburg town,81.5,15.8,40375
VA,Elkton town,82,9.6,47125
VA,Elliston CDP,77.8,6.7,39559
VA,Emory CDP,93.2,17,79821
VA,Emporia city,74.7,34.9,28601
VA,Enon CDP,91.9,3.5,71754
VA,Esmont CDP,84.7,20.5,24894
VA,Ettrick CDP,88.1,13.9,52216
VA,Ewing CDP,86.8,47.5,(X)
VA,Exmore town,63.6,37.4,18580
VA,Fairfax city,92.4,7,105297
VA,Fairfax Station CDP,97.3,0.9,165250
VA,Fair Lakes CDP,96.4,3.2,109015
VA,Fairlawn CDP,92.2,12.2,56169
VA,Fair Oaks CDP,97,9.3,101899
VA,Fairview CDP,66.7,0,-
VA,Fairview Beach CDP,100,16.9,135525
VA,Falls Church city,97.7,2.7,120522
VA,Falmouth CDP,97.3,5.3,74896
VA,Fancy Gap CDP,100,0,89141
VA,Farmville town,89.7,34.1,33297
VA,Ferrum CDP,72.2,20.1,39375
VA,Fieldale CDP,72.3,32.3,31932
VA,Fincastle town,85.9,22.9,64250
VA,Fishersville CDP,90.5,3.7,63268
VA,Flint Hill CDP,100,11.7,45724
